 P_len/AD_len(bytes),                   0,                  15,                  30,                  45,                  60,                  75,                  90,                 105,                 120,                 135,                 150,                 165,                 180,                 195,                 210,                 225,                 240,                 255,                 270,                 285,                 300,                 315,                 330,                 345,                 360,                 375,                 390,                 405,                 420,                 435,                 450,                 465,                 480,                 495,                 510,                 525,                 540,                 555,                 570,                 585,                 600,                 615,                 630,                 645,                 660,                 675,                 690,                 705,                 720,                 735,                 750,                 765,                 780,                 795,                 810,                 825,                 840,                 855,                 870,                 885,                 900,                 915,                 930,                 945,                 960,
                 688,      2.70 (  0.24%),      2.80 (  0.23%),      2.80 (  0.27%),      2.80 (  0.24%),      2.80 (  0.35%),      2.70 (  0.24%),      2.80 (  0.23%),      2.80 (  0.25%),      2.80 (  0.37%),      2.70 (  0.23%),      2.80 (  0.25%),      2.80 (  0.24%),      2.80 (  0.30%),      2.70 (  0.25%),      2.80 (  0.24%),      2.80 (  0.36%),      2.70 (  0.24%),      2.70 (  0.23%),      2.70 (  0.25%),      2.70 (  0.35%),      2.70 (  0.25%),      2.70 (  0.24%),      2.60 (  0.37%),      2.70 (  0.22%),      2.70 (  0.26%),      2.70 (  0.33%),      2.60 (  0.25%),      2.70 (  0.25%),      2.70 (  0.33%),      2.70 (  0.25%),      2.60 (  0.27%),      2.70 (  0.34%),      2.60 (  0.22%),      2.70 (  0.24%),      2.70 (  0.31%),      2.60 (  0.24%),      2.60 (  0.27%),      2.70 (  0.34%),      2.70 (  0.22%),      2.60 (  0.31%),      2.60 (  0.27%),      2.60 (  0.28%),      2.70 (  0.32%),      2.60 (  0.24%),      2.60 (  0.27%),      2.60 (  0.26%),      2.70 (  0.26%),      2.60 (  0.32%),      2.60 (  0.22%),      2.60 (  0.34%),      2.60 (  0.25%),      2.60 (  0.27%),      2.60 (  0.34%),      2.60 (  0.24%),      2.60 (  0.34%),      2.60 (  0.25%),      2.60 (  0.36%),      2.60 (  0.25%),      2.60 (  0.24%),      2.60 (  0.27%),      2.60 (  0.27%),      2.60 (  0.33%),      2.60 (  0.24%),      2.60 (  0.32%),      2.50 (  0.27%),
                 704,      2.60 (  0.30%),      2.70 (  0.25%),      2.70 (  0.21%),      2.70 (  0.22%),      2.70 (  0.24%),      2.60 (  0.35%),      2.70 (  0.22%),      2.70 (  0.24%),      2.80 (  0.28%),      2.60 (  0.34%),      2.70 (  0.22%),      2.70 (  0.24%),      2.70 (  0.23%),      2.60 (  0.34%),      2.70 (  0.22%),      2.70 (  0.26%),      2.60 (  0.32%),      2.70 (  0.23%),      2.60 (  0.22%),      2.60 (  0.22%),      2.60 (  0.32%),      2.70 (  0.23%),      2.60 (  0.26%),      2.60 (  0.33%),      2.60 (  0.22%),      2.70 (  0.21%),      2.60 (  0.34%),      2.60 (  0.23%),      2.60 (  0.25%),      2.70 (  0.33%),      2.60 (  0.22%),      2.60 (  0.23%),      2.50 (  0.33%),      2.60 (  0.24%),      2.60 (  0.26%),      2.50 (  0.33%),      2.60 (  0.24%),      2.60 (  0.25%),      2.60 (  0.32%),      2.50 (  0.26%),      2.60 (  0.32%),      2.60 (  0.24%),      2.60 (  0.24%),      2.50 (  0.33%),      2.60 (  0.22%),      2.60 (  0.26%),      2.60 (  0.27%),      2.50 (  0.24%),      2.50 (  0.31%),      2.50 (  0.23%),      2.60 (  0.33%),      2.60 (  0.24%),      2.50 (  0.25%),      2.50 (  0.30%),      2.60 (  0.26%),      2.60 (  0.31%),      2.50 (  0.23%),      2.50 (  0.32%),      2.60 (  0.24%),      2.60 (  0.26%),      2.50 (  0.27%),      2.50 (  0.24%),      2.60 (  0.34%),      2.60 (  0.27%),      2.50 (  0.32%),
                 720,      2.60 (  0.22%),      2.70 (  0.23%),      2.70 (  0.23%),      2.70 (  0.33%),      2.80 (  0.25%),      2.70 (  0.26%),      2.70 (  0.22%),      2.70 (  0.33%),      2.80 (  0.24%),      2.70 (  0.24%),      2.70 (  0.22%),      2.70 (  0.30%),      2.80 (  0.22%),      2.60 (  0.28%),      2.70 (  0.35%),      2.70 (  0.24%),      2.60 (  0.22%),      2.70 (  0.27%),      2.60 (  0.33%),      2.60 (  0.23%),      2.70 (  0.30%),      2.70 (  0.32%),      2.60 (  0.22%),      2.60 (  0.24%),      2.70 (  0.33%),      2.70 (  0.25%),      2.60 (  0.29%),      2.60 (  0.34%),      2.70 (  0.23%),      2.70 (  0.23%),      2.60 (  0.33%),      2.60 (  0.24%),      2.60 (  0.27%),      2.60 (  0.34%),      2.60 (  0.22%),      2.60 (  0.25%),      2.60 (  0.35%),      2.60 (  0.25%),      2.60 (  0.36%),      2.60 (  0.25%),      2.60 (  0.23%),      2.60 (  0.34%),      2.60 (  0.26%),      2.60 (  0.28%),      2.60 (  0.26%),      2.60 (  0.24%),      2.60 (  0.33%),      2.60 (  0.26%),      2.50 (  0.35%),      2.60 (  0.25%),      2.60 (  0.25%),      2.60 (  0.30%),      2.50 (  0.27%),      2.60 (  0.31%),      2.60 (  0.26%),      2.60 (  0.33%),      2.50 (  0.25%),      2.60 (  0.28%),      2.60 (  0.26%),      2.60 (  0.25%),      2.50 (  0.33%),      2.60 (  0.27%),      2.60 (  0.31%),      2.60 (  0.25%),      2.50 (  0.34%),
                 736,      2.60 (  0.24%),      2.70 (  0.25%),      2.70 (  0.25%),      2.80 (  0.35%),      2.80 (  0.24%),      2.70 (  0.22%),      2.80 (  0.22%),      2.80 (  0.35%),      2.80 (  0.23%),      2.70 (  0.27%),      2.70 (  0.31%),      2.80 (  0.24%),      2.80 (  0.22%),      2.70 (  0.24%),      2.70 (  0.32%),      2.70 (  0.23%),      2.70 (  0.27%),      2.70 (  0.33%),      2.60 (  0.23%),      2.70 (  0.25%),      2.70 (  0.25%),      2.70 (  0.33%),      2.60 (  0.24%),      2.70 (  0.28%),      2.70 (  0.33%),      2.70 (  0.24%),      2.60 (  0.25%),      2.70 (  0.33%),      2.70 (  0.23%),      2.70 (  0.28%),      2.60 (  0.31%),      2.70 (  0.23%),      2.60 (  0.31%),      2.60 (  0.23%),      2.60 (  0.26%),      2.60 (  0.32%),      2.60 (  0.23%),      2.60 (  0.25%),      2.60 (  0.34%),      2.60 (  0.26%),      2.60 (  0.34%),      2.60 (  0.24%),      2.60 (  0.23%),      2.60 (  0.35%),      2.60 (  0.23%),      2.60 (  0.33%),      2.60 (  0.25%),      2.60 (  0.25%),      2.50 (  0.33%),      2.60 (  0.26%),      2.60 (  0.33%),      2.60 (  0.23%),      2.50 (  0.32%),      2.60 (  0.24%),      2.60 (  0.26%),      2.60 (  0.27%),      2.50 (  0.25%),      2.60 (  0.32%),      2.60 (  0.28%),      2.60 (  0.31%),      2.50 (  0.24%),      2.60 (  0.32%),      2.60 (  0.27%),      2.60 (  0.33%),      2.50 (  0.24%),
                 752,      2.70 (  0.24%),      2.70 (  0.37%),      2.80 (  0.23%),      2.80 (  0.24%),      2.80 (  0.28%),      2.70 (  0.36%),      2.80 (  0.24%),      2.80 (  0.23%),      2.80 (  0.25%),      2.70 (  0.35%),      2.80 (  0.23%),      2.80 (  0.27%),      2.80 (  0.35%),      2.70 (  0.23%),      2.70 (  0.23%),      2.80 (  0.23%),      2.70 (  0.28%),      2.70 (  0.23%),      2.60 (  0.28%),      2.70 (  0.31%),      2.70 (  0.23%),      2.70 (  0.23%),      2.60 (  0.35%),      2.70 (  0.22%),      2.70 (  0.26%),      2.70 (  0.33%),      2.60 (  0.23%),      2.70 (  0.25%),      2.70 (  0.33%),      2.70 (  0.25%),      2.60 (  0.27%),      2.70 (  0.32%),      2.60 (  0.23%),      2.60 (  0.31%),      2.70 (  0.25%),      2.60 (  0.28%),      2.60 (  0.33%),      2.60 (  0.25%),      2.70 (  0.25%),      2.60 (  0.33%),      2.60 (  0.26%),      2.60 (  0.34%),      2.60 (  0.25%),      2.60 (  0.25%),      2.60 (  0.26%),      2.60 (  0.27%),      2.60 (  0.33%),      2.60 (  0.25%),      2.60 (  0.32%),      2.60 (  0.24%),      2.60 (  0.28%),      2.60 (  0.28%),      2.60 (  0.25%),      2.60 (  0.32%),      2.60 (  0.27%),      2.60 (  0.31%),      2.60 (  0.25%),      2.60 (  0.31%),      2.60 (  0.24%),      2.60 (  0.35%),      2.60 (  0.26%),      2.60 (  0.32%),      2.60 (  0.25%),      2.60 (  0.34%),      2.50 (  0.25%),
                 768,      2.60 (  0.23%),      2.60 (  0.24%),      2.70 (  0.25%),      2.70 (  0.21%),      2.70 (  0.27%),      2.60 (  0.22%),      2.70 (  0.25%),      2.70 (  0.23%),      2.70 (  0.21%),      2.60 (  0.34%),      2.70 (  0.23%),      2.70 (  0.23%),      2.70 (  0.27%),      2.60 (  0.34%),      2.70 (  0.21%),      2.70 (  0.23%),      2.60 (  0.33%),      2.70 (  0.20%),      2.60 (  0.23%),      2.60 (  0.22%),      2.60 (  0.26%),      2.70 (  0.24%),      2.60 (  0.24%),      2.60 (  0.33%),      2.60 (  0.22%),      2.60 (  0.27%),      2.60 (  0.33%),      2.60 (  0.24%),      2.60 (  0.23%),      2.60 (  0.27%),      2.60 (  0.27%),      2.60 (  0.30%),      2.50 (  0.24%),      2.60 (  0.22%),      2.60 (  0.33%),      2.50 (  0.23%),      2.60 (  0.29%),      2.60 (  0.34%),      2.60 (  0.25%),      2.50 (  0.34%),      2.60 (  0.25%),      2.60 (  0.27%),      2.60 (  0.33%),      2.50 (  0.24%),      2.60 (  0.31%),      2.60 (  0.23%),      2.60 (  0.28%),      2.50 (  0.31%),      2.50 (  0.24%),      2.50 (  0.33%),      2.60 (  0.24%),      2.60 (  0.32%),      2.50 (  0.25%),      2.50 (  0.25%),      2.60 (  0.25%),      2.60 (  0.27%),      2.50 (  0.30%),      2.50 (  0.25%),      2.60 (  0.32%),      2.60 (  0.27%),      2.50 (  0.32%),      2.50 (  0.25%),      2.60 (  0.33%),      2.60 (  0.26%),      2.50 (  0.33%),
                 784,      2.60 (  0.24%),      2.70 (  0.22%),      2.70 (  0.24%),      2.70 (  0.35%),      2.70 (  0.24%),      2.60 (  0.23%),      2.70 (  0.25%),      2.70 (  0.34%),      2.70 (  0.21%),      2.60 (  0.25%),      2.70 (  0.33%),      2.70 (  0.25%),      2.70 (  0.23%),      2.60 (  0.27%),      2.70 (  0.32%),      2.70 (  0.23%),      2.60 (  0.23%),      2.70 (  0.34%),      2.60 (  0.24%),      2.60 (  0.27%),      2.70 (  0.32%),      2.70 (  0.23%),      2.60 (  0.24%),      2.60 (  0.33%),      2.60 (  0.24%),      2.70 (  0.27%),      2.60 (  0.32%),      2.60 (  0.23%),      2.60 (  0.25%),      2.70 (  0.33%),      2.60 (  0.23%),      2.60 (  0.27%),      2.60 (  0.33%),      2.60 (  0.25%),      2.60 (  0.33%),      2.50 (  0.25%),      2.60 (  0.27%),      2.60 (  0.32%),      2.60 (  0.24%),      2.50 (  0.27%),      2.60 (  0.29%),      2.60 (  0.27%),      2.60 (  0.35%),      2.50 (  0.26%),      2.60 (  0.31%),      2.60 (  0.24%),      2.60 (  0.27%),      2.50 (  0.31%),      2.50 (  0.23%),      2.60 (  0.31%),      2.60 (  0.24%),      2.60 (  0.35%),      2.50 (  0.24%),      2.60 (  0.27%),      2.60 (  0.25%),      2.60 (  0.27%),      2.50 (  0.33%),      2.60 (  0.25%),      2.60 (  0.32%),      2.60 (  0.27%),      2.50 (  0.33%),      2.60 (  0.25%),      2.60 (  0.32%),      2.60 (  0.27%),      2.50 (  0.34%),
                 800,      2.60 (  0.22%),      2.70 (  0.24%),      2.70 (  0.33%),      2.70 (  0.27%),      2.80 (  0.23%),      2.70 (  0.29%),      2.70 (  0.35%),      2.70 (  0.22%),      2.80 (  0.24%),      2.70 (  0.23%),      2.70 (  0.34%),      2.70 (  0.22%),      2.80 (  0.26%),      2.70 (  0.33%),      2.70 (  0.23%),      2.70 (  0.23%),      2.60 (  0.30%),      2.70 (  0.24%),      2.60 (  0.23%),      2.70 (  0.31%),      2.70 (  0.23%),      2.70 (  0.24%),      2.60 (  0.32%),      2.70 (  0.25%),      2.70 (  0.29%),      2.70 (  0.30%),      2.60 (  0.22%),      2.60 (  0.24%),      2.70 (  0.32%),      2.70 (  0.24%),      2.60 (  0.29%),      2.60 (  0.33%),      2.60 (  0.25%),      2.60 (  0.24%),      2.60 (  0.26%),      2.60 (  0.28%),      2.60 (  0.34%),      2.60 (  0.24%),      2.60 (  0.26%),      2.60 (  0.30%),      2.60 (  0.27%),      2.60 (  0.33%),      2.60 (  0.24%),      2.60 (  0.32%),      2.60 (  0.23%),      2.60 (  0.28%),      2.60 (  0.31%),      2.60 (  0.24%),      2.50 (  0.32%),      2.60 (  0.24%),      2.60 (  0.31%),      2.60 (  0.23%),      2.50 (  0.27%),      2.60 (  0.25%),      2.60 (  0.28%),      2.60 (  0.33%),      2.50 (  0.24%),      2.60 (  0.34%),      2.60 (  0.27%),      2.60 (  0.32%),      2.50 (  0.26%),      2.60 (  0.33%),      2.60 (  0.25%),      2.60 (  0.32%),      2.50 (  0.27%),
                 816,      2.60 (  0.33%),      2.70 (  0.23%),      2.70 (  0.22%),      2.80 (  0.26%),      2.80 (  0.33%),      2.70 (  0.24%),      2.70 (  0.22%),      2.80 (  0.22%),      2.80 (  0.34%),      2.70 (  0.22%),      2.70 (  0.25%),      2.70 (  0.33%),      2.80 (  0.23%),      2.70 (  0.25%),      2.70 (  0.32%),      2.70 (  0.24%),      2.70 (  0.26%),      2.70 (  0.31%),      2.60 (  0.23%),      2.70 (  0.24%),      2.70 (  0.31%),      2.70 (  0.27%),      2.60 (  0.28%),      2.70 (  0.32%),      2.70 (  0.23%),      2.70 (  0.23%),      2.60 (  0.34%),      2.70 (  0.24%),      2.70 (  0.28%),      2.70 (  0.33%),      2.60 (  0.23%),      2.70 (  0.30%),      2.60 (  0.25%),      2.60 (  0.28%),      2.70 (  0.32%),      2.60 (  0.24%),      2.60 (  0.24%),      2.60 (  0.32%),      2.60 (  0.29%),      2.60 (  0.32%),      2.60 (  0.22%),      2.60 (  0.31%),      2.60 (  0.24%),      2.60 (  0.28%),      2.60 (  0.31%),      2.60 (  0.23%),      2.60 (  0.32%),      2.60 (  0.24%),      2.50 (  0.33%),      2.60 (  0.23%),      2.60 (  0.24%),      2.60 (  0.26%),      2.50 (  0.27%),      2.60 (  0.33%),      2.60 (  0.24%),      2.60 (  0.33%),      2.50 (  0.26%),      2.60 (  0.32%),      2.60 (  0.24%),      2.60 (  0.32%),      2.50 (  0.29%),      2.60 (  0.31%),      2.60 (  0.23%),      2.60 (  0.32%),      2.50 (  0.29%),
                 832,      2.60 (  0.32%),      2.60 (  0.22%),      2.70 (  0.24%),      2.70 (  0.22%),      2.70 (  0.33%),      2.60 (  0.24%),      2.70 (  0.22%),      2.70 (  0.26%),      2.70 (  0.32%),      2.60 (  0.23%),      2.70 (  0.20%),      2.70 (  0.34%),      2.70 (  0.22%),      2.60 (  0.27%),      2.70 (  0.28%),      2.70 (  0.24%),      2.60 (  0.22%),      2.60 (  0.22%),      2.60 (  0.34%),      2.60 (  0.21%),      2.60 (  0.28%),      2.60 (  0.33%),      2.60 (  0.24%),      2.60 (  0.23%),      2.60 (  0.28%),      2.60 (  0.23%),      2.60 (  0.34%),      2.60 (  0.24%),      2.60 (  0.25%),      2.60 (  0.34%),      2.60 (  0.24%),      2.60 (  0.26%),      2.50 (  0.32%),      2.60 (  0.25%),      2.60 (  0.29%),      2.50 (  0.26%),      2.60 (  0.27%),      2.60 (  0.31%),      2.60 (  0.23%),      2.50 (  0.31%),      2.60 (  0.25%),      2.60 (  0.27%),      2.60 (  0.32%),      2.50 (  0.25%),      2.60 (  0.31%),      2.60 (  0.23%),      2.60 (  0.31%),      2.50 (  0.23%),      2.50 (  0.24%),      2.50 (  0.35%),      2.50 (  0.25%),      2.60 (  0.33%),      2.50 (  0.24%),      2.50 (  0.34%),      2.50 (  0.25%),      2.60 (  0.33%),      2.50 (  0.26%),      2.50 (  0.33%),      2.50 (  0.23%),      2.60 (  0.36%),      2.50 (  0.25%),      2.50 (  0.30%),      2.50 (  0.24%),      2.60 (  0.32%),      2.50 (  0.24%),
                 848,      2.60 (  0.21%),      2.60 (  0.31%),      2.70 (  0.24%),      2.70 (  0.22%),      2.70 (  0.28%),      2.60 (  0.34%),      2.70 (  0.22%),      2.70 (  0.24%),      2.70 (  0.33%),      2.60 (  0.24%),      2.70 (  0.23%),      2.70 (  0.26%),      2.70 (  0.32%),      2.60 (  0.22%),      2.70 (  0.22%),      2.70 (  0.33%),      2.60 (  0.23%),      2.70 (  0.27%),      2.60 (  0.34%),      2.60 (  0.25%),      2.60 (  0.23%),      2.70 (  0.36%),      2.60 (  0.40%),      2.60 (  0.28%),      2.60 (  0.34%),      2.70 (  0.27%),      2.60 (  0.29%),      2.60 (  0.29%),      2.60 (  0.29%),      2.60 (  0.35%),      2.60 (  0.24%),      2.60 (  0.24%),      2.60 (  0.34%),      2.60 (  0.23%),      2.60 (  0.31%),      2.50 (  0.24%),      2.60 (  0.24%),      2.60 (  0.30%),      2.60 (  0.25%),      2.50 (  0.34%),      2.60 (  0.25%),      2.60 (  0.24%),      2.60 (  0.33%),      2.50 (  0.28%),      2.60 (  0.31%),      2.60 (  0.26%),      2.60 (  0.31%),      2.50 (  0.25%),      2.50 (  0.34%),      2.50 (  0.26%),      2.60 (  0.24%),      2.60 (  0.33%),      2.50 (  0.28%),      2.50 (  0.33%),      2.60 (  0.24%),      2.60 (  0.34%),      2.50 (  0.27%),      2.50 (  0.32%),      2.60 (  0.23%),      2.60 (  0.33%),      2.50 (  0.28%),      2.50 (  0.31%),      2.60 (  0.25%),      2.60 (  0.30%),      2.50 (  0.28%),
                 864,      2.60 (  0.32%),      2.70 (  0.22%),      2.70 (  0.22%),      2.70 (  0.22%),      2.70 (  0.34%),      2.70 (  0.24%),      2.70 (  0.26%),      2.70 (  0.31%),      2.70 (  0.25%),      2.60 (  0.23%),      2.70 (  0.24%),      2.70 (  0.33%),      2.70 (  0.24%),      2.60 (  0.26%),      2.70 (  0.32%),      2.70 (  0.22%),      2.60 (  0.22%),      2.70 (  0.32%),      2.60 (  0.23%),      2.60 (  0.28%),      2.70 (  0.31%),      2.70 (  0.21%),      2.60 (  0.24%),      2.60 (  0.33%),      2.70 (  0.24%),      2.70 (  0.34%),      2.60 (  0.25%),      2.60 (  0.26%),      2.60 (  0.33%),      2.70 (  0.24%),      2.60 (  0.28%),      2.60 (  0.35%),      2.60 (  0.28%),      2.60 (  0.33%),      2.60 (  0.23%),      2.60 (  0.27%),      2.60 (  0.32%),      2.60 (  0.23%),      2.60 (  0.31%),      2.60 (  0.25%),      2.60 (  0.33%),      2.60 (  0.25%),      2.60 (  0.26%),      2.60 (  0.32%),      2.60 (  0.27%),      2.60 (  0.32%),      2.60 (  0.24%),      2.60 (  0.34%),      2.50 (  0.25%),      2.60 (  0.36%),      2.60 (  0.23%),      2.60 (  0.31%),      2.50 (  0.24%),      2.60 (  0.27%),      2.60 (  0.26%),      2.60 (  0.24%),      2.50 (  0.34%),      2.60 (  0.27%),      2.60 (  0.29%),      2.60 (  0.25%),      2.50 (  0.31%),      2.60 (  0.27%),      2.60 (  0.29%),      2.60 (  0.28%),      2.50 (  0.27%),
                 880,      2.60 (  0.25%),      2.70 (  0.30%),      2.70 (  0.24%),      2.70 (  0.23%),      2.80 (  0.25%),      2.70 (  0.34%),      2.70 (  0.23%),      2.70 (  0.29%),      2.80 (  0.33%),      2.70 (  0.22%),      2.70 (  0.23%),      2.70 (  0.31%),      2.80 (  0.26%),      2.70 (  0.27%),      2.70 (  0.29%),      2.70 (  0.22%),      2.70 (  0.24%),      2.70 (  0.33%),      2.60 (  0.26%),      2.70 (  0.27%),      2.70 (  0.31%),      2.70 (  0.23%),      2.60 (  0.24%),      2.70 (  0.32%),      2.70 (  0.24%),      2.70 (  0.28%),      2.60 (  0.36%),      2.60 (  0.24%),      2.70 (  0.34%),      2.70 (  0.25%),      2.60 (  0.27%),      2.60 (  0.31%),      2.60 (  0.25%),      2.60 (  0.34%),      2.60 (  0.26%),      2.60 (  0.27%),      2.60 (  0.30%),      2.60 (  0.24%),      2.60 (  0.33%),      2.60 (  0.23%),      2.60 (  0.32%),      2.60 (  0.27%),      2.60 (  0.25%),      2.60 (  0.36%),      2.60 (  0.26%),      2.60 (  0.31%),      2.60 (  0.24%),      2.60 (  0.34%),      2.50 (  0.25%),      2.60 (  0.36%),      2.60 (  0.25%),      2.60 (  0.33%),      2.50 (  0.26%),      2.60 (  0.34%),      2.60 (  0.25%),      2.60 (  0.29%),      2.50 (  0.26%),      2.60 (  0.32%),      2.60 (  0.26%),      2.60 (  0.28%),      2.50 (  0.26%),      2.60 (  0.32%),      2.60 (  0.24%),      2.60 (  0.31%),      2.50 (  0.24%),
                 896,      2.50 (  0.25%),      2.60 (  0.31%),      2.60 (  0.23%),      2.70 (  0.22%),      2.70 (  0.29%),      2.60 (  0.24%),      2.60 (  0.22%),      2.70 (  0.25%),      2.70 (  0.32%),      2.60 (  0.22%),      2.60 (  0.22%),      2.70 (  0.31%),      2.70 (  0.20%),      2.60 (  0.26%),      2.60 (  0.32%),      2.70 (  0.22%),      2.60 (  0.22%),      2.60 (  0.33%),      2.60 (  0.24%),      2.60 (  0.26%),      2.60 (  0.33%),      2.60 (  0.22%),      2.60 (  0.23%),      2.60 (  0.35%),      2.60 (  0.22%),      2.60 (  0.27%),      2.50 (  0.29%),      2.60 (  0.23%),      2.60 (  0.34%),      2.60 (  0.25%),      2.60 (  0.26%),      2.60 (  0.33%),      2.50 (  0.24%),      2.60 (  0.32%),      2.60 (  0.24%),      2.50 (  0.27%),      2.60 (  0.32%),      2.60 (  0.23%),      2.60 (  0.31%),      2.50 (  0.24%),      2.60 (  0.32%),      2.60 (  0.25%),      2.60 (  0.24%),      2.50 (  0.30%),      2.60 (  0.27%),      2.60 (  0.31%),      2.60 (  0.24%),      2.50 (  0.32%),      2.50 (  0.23%),      2.50 (  0.35%),      2.50 (  0.24%),      2.60 (  0.32%),      2.50 (  0.25%),      2.50 (  0.27%),      2.50 (  0.25%),      2.60 (  0.23%),      2.50 (  0.28%),      2.50 (  0.26%),      2.50 (  0.34%),      2.60 (  0.24%),      2.50 (  0.26%),      2.50 (  0.27%),      2.50 (  0.24%),      2.60 (  0.30%),      2.50 (  0.26%),
                 912,      2.60 (  0.28%),      2.60 (  0.32%),      2.70 (  0.24%),      2.70 (  0.25%),      2.70 (  0.23%),      2.60 (  0.32%),      2.70 (  0.22%),      2.70 (  0.25%),      2.70 (  0.34%),      2.60 (  0.25%),      2.70 (  0.21%),      2.70 (  0.34%),      2.70 (  0.23%),      2.60 (  0.26%),      2.70 (  0.35%),      2.70 (  0.23%),      2.60 (  0.24%),      2.60 (  0.34%),      2.60 (  0.23%),      2.60 (  0.27%),      2.60 (  0.33%),      2.60 (  0.25%),      2.60 (  0.23%),      2.60 (  0.33%),      2.60 (  0.24%),      2.60 (  0.33%),      2.60 (  0.24%),      2.60 (  0.24%),      2.60 (  0.30%),      2.60 (  0.25%),      2.60 (  0.33%),      2.60 (  0.26%),      2.50 (  0.24%),      2.60 (  0.32%),      2.60 (  0.24%),      2.50 (  0.35%),      2.60 (  0.24%),      2.60 (  0.26%),      2.60 (  0.33%),      2.50 (  0.29%),      2.60 (  0.33%),      2.60 (  0.23%),      2.60 (  0.31%),      2.50 (  0.27%),      2.60 (  0.29%),      2.60 (  0.24%),      2.60 (  0.25%),      2.50 (  0.35%),      2.50 (  0.27%),      2.50 (  0.33%),      2.60 (  0.26%),      2.60 (  0.33%),      2.50 (  0.28%),      2.50 (  0.32%),      2.60 (  0.24%),      2.60 (  0.33%),      2.50 (  0.25%),      2.50 (  0.33%),      2.60 (  0.26%),      2.60 (  0.32%),      2.50 (  0.27%),      2.50 (  0.32%),      2.60 (  0.25%),      2.60 (  0.32%),      2.50 (  0.27%),
                 928,      2.60 (  0.33%),      2.60 (  0.22%),      2.70 (  0.21%),      2.70 (  0.32%),      2.70 (  0.24%),      2.60 (  0.22%),      2.70 (  0.24%),      2.70 (  0.26%),      2.70 (  0.22%),      2.60 (  0.22%),      2.70 (  0.32%),      2.70 (  0.23%),      2.70 (  0.25%),      2.60 (  0.31%),      2.70 (  0.23%),      2.70 (  0.22%),      2.60 (  0.32%),      2.70 (  0.23%),      2.60 (  0.30%),      2.60 (  0.23%),      2.60 (  0.23%),      2.70 (  0.32%),      2.60 (  0.25%),      2.60 (  0.28%),      2.60 (  0.32%),      2.70 (  0.23%),      2.60 (  0.28%),      2.60 (  0.26%),      2.60 (  0.27%),      2.70 (  0.32%),      2.60 (  0.23%),      2.60 (  0.33%),      2.60 (  0.27%),      2.60 (  0.26%),      2.60 (  0.33%),      2.60 (  0.24%),      2.60 (  0.34%),      2.60 (  0.24%),      2.60 (  0.27%),      2.60 (  0.26%),      2.60 (  0.24%),      2.60 (  0.33%),      2.60 (  0.27%),      2.60 (  0.31%),      2.60 (  0.24%),      2.60 (  0.31%),      2.60 (  0.24%),      2.60 (  0.33%),      2.50 (  0.24%),      2.60 (  0.30%),      2.60 (  0.23%),      2.60 (  0.31%),      2.50 (  0.26%),      2.60 (  0.29%),      2.60 (  0.25%),      2.60 (  0.31%),      2.50 (  0.24%),      2.60 (  0.32%),      2.60 (  0.25%),      2.60 (  0.36%),      2.50 (  0.25%),      2.60 (  0.32%),      2.60 (  0.25%),      2.60 (  0.32%),      2.50 (  0.26%),
