 P_len/AD_len(bytes),                   0,                  15,                  30,                  45,                  60,                  75,                  90,                 105,                 120,                 135,                 150,                 165,                 180,                 195,                 210,                 225,                 240,                 255,                 270,                 285,                 300,                 315,                 330,                 345,                 360,                 375,                 390,                 405,                 420,                 435,                 450,                 465,                 480,                 495,                 510,                 525,                 540,                 555,                 570,                 585,                 600,                 615,                 630,                 645,                 660,                 675,                 690,                 705,                 720,                 735,                 750,                 765,                 780,                 795,                 810,                 825,                 840,                 855,                 870,                 885,                 900,                 915,                 930,                 945,                 960,
                 352,      4.10 (  0.31%),      3.90 (  0.30%),      3.80 (  0.44%),      3.70 (  0.33%),      3.50 (  0.36%),      3.40 (  0.34%),      3.30 (  0.43%),      3.20 (  0.33%),      3.10 (  0.51%),      3.00 (  0.37%),      2.90 (  0.34%),      2.80 (  0.33%),      2.70 (  0.33%),      2.60 (  0.34%),      2.60 (  0.54%),      2.50 (  0.35%),      2.40 (  0.35%),      2.40 (  0.31%),      2.30 (  0.38%),      2.30 (  0.34%),      2.20 (  0.53%),      2.20 (  0.35%),      3.00 (  0.44%),      3.00 (  0.44%),      2.90 (  0.44%),      3.00 (  0.56%),      2.90 (  0.42%),      3.00 (  0.43%),      2.90 (  0.42%),      2.90 (  0.54%),      2.90 (  0.46%),      2.50 (  0.38%),      2.40 (  0.38%),      2.50 (  0.49%),      2.40 (  0.37%),      2.50 (  0.37%),      2.40 (  0.42%),      2.50 (  0.48%),      2.40 (  0.37%),      2.30 (  0.38%),      2.30 (  0.37%),      2.30 (  0.47%),      2.30 (  0.36%),      2.30 (  0.34%),      2.30 (  0.42%),      2.30 (  0.48%),      2.30 (  0.35%),      2.20 (  0.35%),      2.20 (  0.37%),      2.20 (  0.43%),      2.20 (  0.34%),      2.20 (  0.40%),      2.20 (  0.55%),      2.20 (  0.33%),      2.20 (  0.33%),      2.20 (  0.37%),      2.10 (  0.46%),      2.10 (  0.36%),      2.10 (  0.40%),      2.10 (  0.49%),      2.10 (  0.34%),      2.10 (  0.35%),      2.10 (  0.47%),      2.10 (  0.34%),      2.00 (  0.35%),
                 368,      4.10 (  0.39%),      4.00 (  0.48%),      3.80 (  0.41%),      3.70 (  0.35%),      3.60 (  0.37%),      3.40 (  0.34%),      3.30 (  0.36%),      3.30 (  0.51%),      3.10 (  0.38%),      3.00 (  0.35%),      2.90 (  0.35%),      2.90 (  0.40%),      2.80 (  0.39%),      2.70 (  0.55%),      2.60 (  0.36%),      2.50 (  0.34%),      2.50 (  0.35%),      2.40 (  0.38%),      2.40 (  0.41%),      2.30 (  0.52%),      2.30 (  0.37%),      2.20 (  0.38%),      2.20 (  0.37%),      3.00 (  0.47%),      3.00 (  0.54%),      2.90 (  0.45%),      3.00 (  0.40%),      2.90 (  0.42%),      3.00 (  0.51%),      2.90 (  0.44%),      2.90 (  0.44%),      2.90 (  0.45%),      2.50 (  0.53%),      2.40 (  0.39%),      2.50 (  0.39%),      2.40 (  0.39%),      2.50 (  0.50%),      2.40 (  0.40%),      2.50 (  0.35%),      2.40 (  0.44%),      2.30 (  0.50%),      2.30 (  0.38%),      2.30 (  0.36%),      2.30 (  0.39%),      2.30 (  0.50%),      2.30 (  0.36%),      2.30 (  0.43%),      2.30 (  0.46%),      2.20 (  0.39%),      2.20 (  0.38%),      2.20 (  0.36%),      2.20 (  0.48%),      2.20 (  0.38%),      2.20 (  0.40%),      2.20 (  0.44%),      2.20 (  0.37%),      2.20 (  0.34%),      2.10 (  0.35%),      2.10 (  0.49%),      2.10 (  0.35%),      2.10 (  0.40%),      2.10 (  0.48%),      2.10 (  0.34%),      2.10 (  0.35%),      2.10 (  0.48%),
                 384,      4.20 (  0.37%),      4.00 (  0.35%),      3.90 (  0.35%),      3.70 (  0.42%),      3.60 (  0.35%),      3.50 (  0.52%),      3.40 (  0.37%),      3.30 (  0.37%),      3.20 (  0.37%),      3.10 (  0.38%),      3.00 (  0.48%),      2.90 (  0.38%),      2.80 (  0.38%),      2.80 (  0.39%),      2.70 (  0.41%),      2.60 (  0.38%),      2.50 (  0.51%),      2.50 (  0.36%),      2.40 (  0.37%),      2.40 (  0.35%),      2.30 (  0.37%),      2.30 (  0.48%),      2.20 (  0.40%),      2.20 (  0.37%),      2.90 (  0.43%),      2.90 (  0.46%),      2.90 (  0.52%),      2.90 (  0.44%),      2.90 (  0.45%),      2.90 (  0.50%),      2.90 (  0.53%),      2.90 (  0.43%),      2.80 (  0.45%),      2.50 (  0.40%),      2.40 (  0.50%),      2.50 (  0.39%),      2.40 (  0.40%),      2.50 (  0.45%),      2.40 (  0.42%),      2.50 (  0.39%),      2.40 (  0.41%),      2.30 (  0.49%),      2.30 (  0.38%),      2.30 (  0.37%),      2.30 (  0.36%),      2.30 (  0.50%),      2.30 (  0.37%),      2.30 (  0.38%),      2.30 (  0.37%),      2.20 (  0.43%),      2.20 (  0.36%),      2.20 (  0.35%),      2.20 (  0.48%),      2.20 (  0.37%),      2.20 (  0.40%),      2.20 (  0.48%),      2.20 (  0.35%),      2.20 (  0.33%),      2.10 (  0.35%),      2.10 (  0.47%),      2.10 (  0.35%),      2.10 (  0.41%),      2.20 (  0.46%),      2.10 (  0.37%),      2.20 (  0.35%),
                 400,      3.60 (  0.41%),      3.50 (  0.45%),      3.30 (  0.35%),      3.20 (  0.36%),      3.10 (  0.36%),      3.00 (  0.41%),      2.90 (  0.37%),      2.90 (  0.54%),      2.80 (  0.38%),      2.70 (  0.37%),      2.60 (  0.38%),      2.50 (  0.36%),      2.50 (  0.39%),      2.40 (  0.52%),      2.30 (  0.37%),      2.30 (  0.39%),      2.20 (  0.36%),      2.20 (  0.45%),      2.10 (  0.39%),      2.10 (  0.57%),      2.00 (  0.38%),      2.00 (  0.41%),      2.00 (  0.39%),      1.90 (  0.38%),      1.90 (  0.38%),      2.60 (  0.54%),      2.60 (  0.46%),      2.50 (  0.43%),      2.60 (  0.46%),      2.60 (  0.52%),      2.60 (  0.44%),      2.60 (  0.42%),      2.60 (  0.44%),      2.60 (  0.54%),      2.20 (  0.38%),      2.20 (  0.39%),      2.20 (  0.43%),      2.20 (  0.48%),      2.20 (  0.38%),      2.20 (  0.37%),      2.20 (  0.37%),      2.20 (  0.48%),      2.10 (  0.43%),      2.10 (  0.37%),      2.10 (  0.42%),      2.10 (  0.41%),      2.10 (  0.42%),      2.10 (  0.38%),      2.10 (  0.38%),      2.10 (  0.48%),      2.00 (  0.39%),      2.00 (  0.35%),      2.10 (  0.41%),      2.00 (  0.47%),      2.10 (  0.36%),      2.00 (  0.33%),      2.00 (  0.36%),      2.00 (  0.43%),      2.00 (  0.34%),      1.90 (  0.41%),      1.90 (  0.49%),      2.00 (  0.35%),      1.90 (  0.33%),      2.00 (  0.45%),      2.00 (  0.36%),
                 416,      3.60 (  0.36%),      3.50 (  0.37%),      3.40 (  0.42%),      3.30 (  0.44%),      3.20 (  0.42%),      3.10 (  0.38%),      3.00 (  0.37%),      2.90 (  0.35%),      2.80 (  0.36%),      2.70 (  0.52%),      2.70 (  0.42%),      2.60 (  0.38%),      2.50 (  0.36%),      2.50 (  0.40%),      2.40 (  0.40%),      2.30 (  0.53%),      2.30 (  0.39%),      2.20 (  0.38%),      2.20 (  0.38%),      2.10 (  0.41%),      2.10 (  0.40%),      2.10 (  0.53%),      2.00 (  0.37%),      2.00 (  0.39%),      1.90 (  0.41%),      1.90 (  0.46%),      2.60 (  0.42%),      2.60 (  0.59%),      2.50 (  0.43%),      2.60 (  0.43%),      2.60 (  0.40%),      2.60 (  0.52%),      2.60 (  0.39%),      2.60 (  0.45%),      2.60 (  0.50%),      2.20 (  0.40%),      2.20 (  0.36%),      2.20 (  0.38%),      2.20 (  0.35%),      2.20 (  0.43%),      2.20 (  0.35%),      2.20 (  0.42%),      2.20 (  0.46%),      2.10 (  0.46%),      2.10 (  0.44%),      2.10 (  0.37%),      2.10 (  0.48%),      2.10 (  0.42%),      2.10 (  0.64%),      2.10 (  0.40%),      2.10 (  0.50%),      2.00 (  0.37%),      2.00 (  0.36%),      2.10 (  0.37%),      2.00 (  0.50%),      2.10 (  0.37%),      2.00 (  0.42%),      2.00 (  0.48%),      2.00 (  0.34%),      2.00 (  0.34%),      1.90 (  0.36%),      1.90 (  0.45%),      2.00 (  0.33%),      2.00 (  0.40%),      2.00 (  0.48%),
                 432,      3.70 (  0.36%),      3.50 (  0.37%),      3.40 (  0.36%),      3.30 (  0.36%),      3.20 (  0.52%),      3.10 (  0.35%),      3.00 (  0.36%),      3.00 (  0.40%),      2.90 (  0.43%),      2.80 (  0.38%),      2.70 (  0.55%),      2.70 (  0.38%),      2.60 (  0.37%),      2.50 (  0.38%),      2.50 (  0.37%),      2.40 (  0.50%),      2.40 (  0.39%),      2.30 (  0.36%),      2.30 (  0.37%),      2.20 (  0.43%),      2.20 (  0.39%),      2.10 (  0.52%),      2.10 (  0.38%),      2.00 (  0.37%),      2.00 (  0.37%),      2.00 (  0.37%),      1.90 (  0.50%),      2.60 (  0.45%),      2.60 (  0.42%),      2.50 (  0.45%),      2.60 (  0.47%),      2.60 (  0.44%),      2.60 (  0.40%),      2.60 (  0.41%),      2.60 (  0.52%),      2.60 (  0.41%),      2.20 (  0.39%),      2.20 (  0.46%),      2.20 (  0.51%),      2.20 (  0.37%),      2.20 (  0.38%),      2.20 (  0.38%),      2.20 (  0.50%),      2.20 (  0.37%),      2.10 (  0.38%),      2.10 (  0.39%),      2.10 (  0.51%),      2.10 (  0.36%),      2.10 (  0.36%),      2.10 (  0.50%),      2.10 (  0.36%),      2.10 (  0.37%),      2.00 (  0.40%),      2.00 (  0.52%),      2.10 (  0.35%),      2.00 (  0.36%),      2.10 (  0.50%),      2.00 (  0.35%),      2.00 (  0.36%),      2.10 (  0.40%),      2.00 (  0.51%),      2.00 (  0.36%),      1.90 (  0.35%),      2.00 (  0.45%),      2.00 (  0.35%),
                 448,      3.70 (  0.35%),      3.60 (  0.39%),      3.50 (  0.48%),      3.40 (  0.39%),      3.30 (  0.36%),      3.20 (  0.35%),      3.10 (  0.37%),      3.00 (  0.38%),      2.90 (  0.51%),      2.80 (  0.37%),      2.80 (  0.38%),      2.70 (  0.43%),      2.60 (  0.40%),      2.60 (  0.51%),      2.50 (  0.38%),      2.50 (  0.39%),      2.40 (  0.37%),      2.30 (  0.35%),      2.30 (  0.54%),      2.30 (  0.40%),      2.20 (  0.38%),      2.20 (  0.35%),      2.10 (  0.44%),      2.10 (  0.83%),      2.00 (  0.54%),      2.00 (  0.37%),      2.00 (  0.42%),      1.90 (  0.40%),      2.60 (  0.40%),      2.60 (  0.53%),      2.50 (  0.39%),      2.60 (  0.45%),      2.60 (  0.45%),      2.60 (  0.45%),      2.60 (  0.42%),      2.60 (  0.41%),      2.50 (  0.56%),      2.20 (  0.39%),      2.20 (  0.40%),      2.20 (  0.43%),      2.20 (  0.56%),      2.20 (  0.40%),      2.20 (  0.40%),      2.20 (  0.38%),      2.20 (  0.50%),      2.10 (  0.41%),      2.10 (  0.41%),      2.10 (  0.47%),      2.10 (  0.36%),      2.10 (  0.36%),      2.10 (  0.36%),      2.10 (  0.46%),      2.10 (  0.38%),      2.00 (  0.41%),      2.00 (  0.48%),      2.10 (  0.33%),      2.00 (  0.37%),      2.10 (  0.36%),      2.10 (  0.42%),      2.00 (  0.35%),      2.10 (  0.40%),      2.00 (  0.46%),      2.00 (  0.38%),      1.90 (  0.36%),      2.00 (  0.46%),
                 464,      3.70 (  0.33%),      3.60 (  0.32%),      3.50 (  0.35%),      3.40 (  0.34%),      3.30 (  0.48%),      3.20 (  0.32%),      3.10 (  0.32%),      3.10 (  0.37%),      3.00 (  0.35%),      2.90 (  0.49%),      2.80 (  0.35%),      2.70 (  0.35%),      2.70 (  0.34%),      2.60 (  0.40%),      2.50 (  0.50%),      2.50 (  0.82%),      2.40 (  0.33%),      2.40 (  0.33%),      2.30 (  0.33%),      2.30 (  0.47%),      2.30 (  0.38%),      2.20 (  0.36%),      2.20 (  0.35%),      2.10 (  0.42%),      2.10 (  0.41%),      2.00 (  0.43%),      2.00 (  0.34%),      2.00 (  0.34%),      1.90 (  0.34%),      2.60 (  0.49%),      2.60 (  0.41%),      2.50 (  0.41%),      2.60 (  0.45%),      2.60 (  0.52%),      2.60 (  0.40%),      2.50 (  0.38%),      2.60 (  0.41%),      2.50 (  0.47%),      2.20 (  0.36%),      2.20 (  0.43%),      2.20 (  0.50%),      2.20 (  0.37%),      2.20 (  0.36%),      2.20 (  0.35%),      2.20 (  0.47%),      2.20 (  0.36%),      2.10 (  0.41%),      2.10 (  0.35%),      2.10 (  0.39%),      2.10 (  0.34%),      2.10 (  0.34%),      2.10 (  0.48%),      2.10 (  0.35%),      2.10 (  0.42%),      2.00 (  0.47%),      2.00 (  0.36%),      2.10 (  0.34%),      2.10 (  0.34%),      2.10 (  0.47%),      2.10 (  0.36%),      2.00 (  0.38%),      2.10 (  0.49%),      2.00 (  0.34%),      2.00 (  0.34%),      1.90 (  0.48%),
                 480,      3.70 (  0.32%),      3.60 (  0.32%),      3.50 (  0.38%),      3.40 (  0.34%),      3.30 (  0.63%),      3.20 (  0.32%),      3.10 (  0.30%),      3.10 (  0.36%),      3.00 (  0.40%),      2.90 (  0.39%),      2.80 (  0.31%),      2.80 (  0.33%),      2.70 (  0.38%),      2.70 (  0.43%),      2.60 (  0.38%),      2.50 (  0.33%),      2.50 (  0.35%),      2.40 (  0.33%),      2.40 (  0.40%),      2.30 (  0.37%),      2.30 (  0.33%),      2.30 (  0.34%),      2.20 (  0.39%),      2.20 (  0.46%),      2.10 (  0.37%),      2.10 (  0.33%),      2.10 (  0.33%),      2.00 (  0.38%),      2.00 (  0.45%),      1.90 (  0.34%),      2.60 (  0.39%),      2.50 (  0.44%),      2.50 (  0.51%),      2.60 (  0.40%),      2.50 (  0.39%),      2.60 (  0.38%),      2.50 (  0.49%),      2.60 (  0.40%),      2.50 (  0.43%),      2.20 (  0.49%),      2.20 (  0.39%),      2.20 (  0.36%),      2.20 (  0.38%),      2.20 (  0.49%),      2.20 (  0.35%),      2.20 (  0.41%),      2.20 (  0.47%),      2.10 (  0.39%),      2.10 (  0.35%),      2.10 (  0.38%),      2.10 (  0.50%),      2.10 (  0.34%),      2.10 (  0.39%),      2.10 (  0.48%),      2.10 (  0.35%),      2.10 (  0.37%),      2.00 (  0.42%),      2.10 (  0.36%),      2.10 (  0.35%),      2.10 (  0.37%),      2.10 (  0.41%),      2.00 (  0.33%),      2.10 (  0.33%),      2.00 (  0.52%),      2.00 (  0.37%),
                 496,      3.80 (  0.36%),      3.70 (  0.44%),      3.60 (  0.32%),      3.50 (  0.29%),      3.40 (  0.30%),      3.30 (  0.31%),      3.20 (  0.47%),      3.10 (  0.34%),      3.00 (  0.35%),      3.00 (  0.39%),      2.90 (  0.33%),      2.80 (  0.48%),      2.80 (  0.34%),      2.70 (  0.33%),      2.60 (  0.32%),      2.60 (  0.30%),      2.50 (  0.46%),      2.50 (  0.32%),      2.40 (  0.31%),      2.40 (  0.41%),      2.30 (  0.50%),      2.30 (  0.40%),      2.30 (  0.34%),      2.20 (  0.34%),      2.20 (  0.39%),      2.10 (  0.49%),      2.10 (  0.36%),      2.10 (  0.32%),      2.00 (  0.38%),      2.00 (  0.35%),      2.00 (  0.51%),      2.60 (  0.42%),      2.50 (  0.43%),      2.50 (  0.41%),      2.60 (  0.51%),      2.50 (  0.39%),      2.60 (  0.42%),      2.50 (  0.48%),      2.60 (  0.41%),      2.50 (  0.40%),      2.20 (  0.46%),      2.20 (  0.38%),      2.20 (  0.36%),      2.20 (  0.40%),      2.20 (  0.47%),      2.20 (  0.36%),      2.20 (  0.32%),      2.20 (  0.44%),      2.10 (  0.41%),      2.10 (  0.36%),      2.10 (  0.38%),      2.10 (  0.47%),      2.20 (  0.36%),      2.10 (  0.37%),      2.20 (  0.46%),      2.10 (  0.35%),      2.10 (  0.39%),      2.00 (  0.47%),      2.10 (  0.33%),      2.10 (  0.35%),      2.10 (  0.46%),      2.10 (  0.36%),      2.00 (  0.38%),      2.10 (  0.47%),      2.00 (  0.37%),
                 512,      3.80 (  0.36%),      3.70 (  0.34%),      3.60 (  0.48%),      3.50 (  0.34%),      3.40 (  0.32%),      3.30 (  0.36%),      3.20 (  0.32%),      3.20 (  0.50%),      3.10 (  0.34%),      3.00 (  0.34%),      2.90 (  0.33%),      2.90 (  0.48%),      2.80 (  0.35%),      2.70 (  0.34%),      2.70 (  0.40%),      2.60 (  0.38%),      2.60 (  0.49%),      2.50 (  0.35%),      2.50 (  0.35%),      2.40 (  0.37%),      2.40 (  0.43%),      2.30 (  0.39%),      2.30 (  0.38%),      2.30 (  0.34%),      2.20 (  0.37%),      2.20 (  0.47%),      2.10 (  0.34%),      2.10 (  0.31%),      2.10 (  0.35%),      2.00 (  0.37%),      2.00 (  0.42%),      2.00 (  0.37%),      2.50 (  0.44%),      2.50 (  0.42%),      2.50 (  0.43%),      2.60 (  0.38%),      2.50 (  0.39%),      2.60 (  0.49%),      2.50 (  0.39%),      2.50 (  0.42%),      2.50 (  0.51%),      2.20 (  0.35%),      2.20 (  0.38%),      2.20 (  0.38%),      2.20 (  0.43%),      2.20 (  0.66%),      2.20 (  0.41%),      2.20 (  0.85%),      2.20 (  0.34%),      2.10 (  0.39%),      2.10 (  0.48%),      2.10 (  0.34%),      2.10 (  0.36%),      2.20 (  0.49%),      2.10 (  0.36%),      2.20 (  0.35%),      2.10 (  0.41%),      2.10 (  0.49%),      2.00 (  0.59%),      2.10 (  0.41%),      2.10 (  0.45%),      2.10 (  0.35%),      2.10 (  0.33%),      2.00 (  0.42%),      2.10 (  0.34%),
                 528,      3.40 (  0.37%),      3.30 (  0.45%),      3.20 (  0.31%),      3.10 (  0.31%),      3.00 (  0.32%),      2.90 (  0.34%),      2.90 (  0.46%),      2.80 (  0.35%),      2.70 (  0.32%),      2.70 (  0.32%),      2.60 (  0.38%),      2.60 (  0.48%),      2.50 (  0.34%),      2.50 (  0.32%),      2.40 (  0.37%),      2.40 (  0.33%),      2.30 (  0.45%),      2.30 (  0.35%),      2.20 (  0.33%),      2.20 (  0.32%),      2.10 (  0.39%),      2.10 (  0.49%),      2.10 (  0.35%),      2.00 (  0.33%),      2.00 (  0.34%),      2.00 (  0.34%),      1.90 (  0.49%),      1.90 (  0.34%),      1.90 (  0.34%),      1.80 (  0.33%),      1.80 (  0.38%),      1.80 (  0.50%),      1.70 (  0.34%),      2.30 (  0.40%),      2.30 (  0.40%),      2.30 (  0.51%),      2.30 (  0.39%),      2.30 (  0.40%),      2.30 (  0.40%),      2.30 (  0.51%),      2.30 (  0.39%),      2.30 (  0.39%),      2.00 (  0.45%),      2.00 (  0.39%),      2.00 (  0.36%),      2.00 (  0.41%),      2.10 (  0.50%),      2.00 (  0.35%),      2.00 (  0.37%),      2.00 (  0.46%),      1.90 (  0.37%),      1.90 (  0.36%),      2.00 (  0.39%),      2.00 (  0.47%),      2.00 (  0.36%),      2.00 (  0.35%),      2.00 (  0.47%),      2.00 (  0.36%),      1.90 (  0.39%),      1.90 (  0.45%),      1.90 (  0.36%),      1.90 (  0.35%),      1.90 (  0.35%),      1.90 (  0.44%),      1.90 (  0.36%),
                 544,      3.40 (  0.36%),      3.30 (  0.45%),      3.20 (  0.33%),      3.10 (  0.32%),      3.10 (  0.33%),      3.00 (  0.31%),      2.90 (  0.48%),      2.90 (  0.35%),      2.80 (  0.64%),      2.70 (  0.37%),      2.70 (  0.34%),      2.60 (  0.53%),      2.60 (  0.36%),      2.50 (  0.35%),      2.40 (  0.34%),      2.40 (  0.30%),      2.40 (  0.48%),      2.30 (  0.33%),      2.30 (  0.34%),      2.20 (  0.40%),      2.20 (  0.34%),      2.20 (  0.40%),      2.10 (  0.33%),      2.10 (  0.34%),      2.00 (  0.34%),      2.00 (  0.45%),      2.00 (  0.34%),      1.90 (  0.36%),      1.90 (  0.34%),      1.90 (  0.38%),      1.80 (  0.46%),      1.80 (  0.35%),      1.80 (  0.34%),      1.80 (  0.34%),      2.30 (  0.39%),      2.30 (  0.44%),      2.30 (  0.39%),      2.30 (  0.41%),      2.30 (  0.51%),      2.30 (  0.38%),      2.30 (  0.37%),      2.30 (  0.46%),      2.30 (  0.39%),      2.00 (  0.36%),      2.00 (  0.41%),      2.10 (  0.50%),      2.00 (  0.37%),      2.10 (  0.37%),      2.00 (  0.46%),      2.10 (  0.35%),      2.00 (  0.38%),      1.90 (  0.42%),      1.90 (  0.49%),      2.00 (  0.35%),      2.00 (  0.35%),      2.00 (  0.50%),      2.00 (  0.35%),      2.00 (  0.38%),      2.00 (  0.48%),      1.90 (  0.36%),      1.90 (  0.36%),      1.90 (  0.34%),      1.90 (  0.43%),      1.90 (  0.36%),      1.90 (  0.37%),
                 560,      3.40 (  0.43%),      3.30 (  0.32%),      3.30 (  0.32%),      3.20 (  0.30%),      3.10 (  0.42%),      3.00 (  0.30%),      3.00 (  0.32%),      2.90 (  0.39%),      2.80 (  0.35%),      2.80 (  0.48%),      2.70 (  0.33%),      2.70 (  0.33%),      2.60 (  0.33%),      2.50 (  0.39%),      2.50 (  0.36%),      2.40 (  0.31%),      2.40 (  0.32%),      2.30 (  0.39%),      2.30 (  0.45%),      2.30 (  0.35%),      2.20 (  0.35%),      2.20 (  0.35%),      2.20 (  0.32%),      2.10 (  0.47%),      2.10 (  0.32%),      2.10 (  0.35%),      2.00 (  0.39%),      2.00 (  0.50%),      2.00 (  0.36%),      1.90 (  0.35%),      1.90 (  0.36%),      1.90 (  0.57%),      1.80 (  0.50%),      1.80 (  0.31%),      1.80 (  0.33%),      2.30 (  0.41%),      2.30 (  0.54%),      2.30 (  0.38%),      2.30 (  0.39%),      2.30 (  0.48%),      2.30 (  0.39%),      2.30 (  0.38%),      2.30 (  0.42%),      2.30 (  0.53%),      2.00 (  0.38%),      2.00 (  0.36%),      2.10 (  0.46%),      2.00 (  0.35%),      2.10 (  0.40%),      2.00 (  0.41%),      2.10 (  0.38%),      2.00 (  0.36%),      2.00 (  0.38%),      1.90 (  0.48%),      2.00 (  0.34%),      2.00 (  0.38%),      2.00 (  0.45%),      2.00 (  0.32%),      2.00 (  0.35%),      2.00 (  0.45%),      1.90 (  0.34%),      1.90 (  0.37%),      1.90 (  0.46%),      1.90 (  0.34%),      2.00 (  0.33%),
                 576,      3.50 (  0.29%),      3.40 (  0.42%),      3.30 (  0.32%),      3.20 (  0.29%),      3.10 (  0.38%),      3.10 (  0.47%),      3.00 (  0.31%),      2.90 (  0.33%),      2.90 (  0.35%),      2.80 (  0.38%),      2.80 (  0.40%),      2.70 (  0.36%),      2.60 (  0.35%),      2.60 (  0.38%),      2.50 (  0.50%),      2.50 (  0.31%),      2.40 (  0.37%),      2.40 (  0.33%),      2.40 (  0.46%),      2.30 (  0.37%),      2.30 (  0.61%),      2.20 (  0.36%),      2.20 (  0.36%),      2.20 (  0.47%),      2.10 (  0.33%),      2.10 (  0.34%),      2.10 (  0.35%),      2.00 (  0.47%),      2.00 (  0.35%),      2.00 (  0.34%),      1.90 (  0.36%),      1.90 (  0.35%),      1.90 (  0.48%),      1.80 (  0.34%),      1.80 (  0.35%),      1.80 (  0.36%),      2.30 (  0.47%),      2.30 (  0.39%),      2.30 (  0.41%),      2.30 (  0.45%),      2.30 (  0.38%),      2.30 (  0.36%),      2.30 (  0.38%),      2.30 (  0.40%),      2.30 (  0.40%),      2.00 (  0.39%),      2.00 (  0.49%),      2.10 (  0.35%),      2.00 (  0.35%),      2.10 (  0.46%),      2.10 (  0.36%),      2.10 (  0.39%),      2.00 (  0.50%),      2.00 (  0.37%),      2.00 (  0.35%),      2.00 (  0.35%),      2.00 (  0.41%),      2.00 (  0.34%),      2.00 (  0.40%),      2.00 (  0.49%),      2.00 (  0.34%),      1.90 (  0.34%),      1.90 (  0.46%),      2.00 (  0.83%),      1.90 (  0.40%),
                 592,      3.50 (  0.43%),      3.40 (  0.32%),      3.30 (  0.31%),      3.30 (  0.34%),      3.20 (  0.44%),      3.10 (  0.32%),      3.00 (  0.32%),      3.00 (  0.39%),      2.90 (  0.45%),      2.90 (  0.68%),      2.80 (  0.34%),      2.70 (  0.32%),      2.70 (  0.33%),      2.60 (  0.40%),      2.60 (  0.32%),      2.50 (  0.31%),      2.50 (  0.32%),      2.40 (  0.46%),      2.40 (  0.35%),      2.40 (  0.34%),      2.30 (  0.31%),      2.30 (  0.47%),      2.20 (  0.35%),      2.20 (  0.34%),      2.20 (  0.40%),      2.10 (  0.45%),      2.10 (  0.38%),      2.10 (  0.34%),      2.00 (  0.36%),      2.00 (  0.34%),      2.00 (  0.51%),      1.90 (  0.34%),      1.90 (  0.33%),      1.90 (  0.39%),      1.90 (  0.48%),      1.80 (  0.35%),      1.80 (  0.34%),      2.30 (  0.37%),      2.30 (  0.51%),      2.30 (  0.36%),      2.30 (  0.39%),      2.30 (  0.48%),      2.30 (  0.37%),      2.30 (  0.36%),      2.30 (  0.48%),      2.30 (  0.39%),      2.00 (  0.41%),      2.00 (  0.43%),      2.10 (  0.36%),      2.10 (  0.35%),      2.10 (  0.35%),      2.10 (  0.47%),      2.10 (  0.36%),      2.00 (  0.38%),      2.00 (  0.44%),      2.00 (  0.33%),      2.00 (  0.34%),      2.00 (  0.44%),      2.00 (  0.33%),      2.00 (  0.37%),      2.00 (  0.47%),      2.00 (  0.33%),      1.90 (  0.36%),      1.90 (  0.46%),      2.00 (  0.34%),
